,image_url,post_caption,likes,labels
10,https://scontent-iad3-1.cdninstagram.com/v/t51.29350-15/461134934_529968589574672_4714976125991209043_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMzUweDE2ODcuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=ut_hibaIczMQ7kNvgEjXrXd&_nc_gid=a4824df5998c46a7b47731ccda4abfa9&edm=AEhyXUkBAAAA&ccb=7-5&ig_cache_key=MzQ2NTM1NjM0NzY0NzA5MzAyNQ%3D%3D.3-ccb7-5&oh=00_AYCuLA4XoptNesHVbx_cNEuEYrKAZEa6wgnM1hqxcSNK5A&oe=671F45AF&_nc_sid=8f1549,"@DianaTaurasi if this is the last time, it was once in a lifetime.",1139685,"['Sports uniform', 'Jersey', 'Gesture', 'Sportswear', 'Vest', 'Player', 'Active tank', 'Basketball', 'Sleeveless shirt', 'Basketball player']"
11,https://scontent-iad3-2.cdninstagram.com/v/t51.29350-15/460532661_1925624501254077_2297041694905167121_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=1&_nc_ohc=99vmTyc4-AwQ7kNvgFIIMRB&_nc_gid=a4824df5998c46a7b47731ccda4abfa9&edm=AEhyXUkBAAAA&ccb=7-5&ig_cache_key=MzQ1OTkyNDg5MTUzMTE0Mzc3Mw%3D%3D.3-ccb7-5&oh=00_AYCCibnX-AN1ZGbqdNxWn3MMaAW9LZVhG5tIMkSRTG72MA&oe=671F4B07&_nc_sid=8f1549,"Timelessness updated for the modern day hooper.

Flyknit in the upper keeps you light, while Flywire tech helps you feel locked in—all in Kobe’s signature low style.

The Kobe 9 Protro ‘Halo’ Low launches 9.19 on SNKRS in select regions.",181718,"['Footwear', 'Shoe', 'Walking shoe', 'Sneakers', 'Grey', 'Sportswear', 'Font', 'Athletic shoe', 'Pattern', 'Carmine']"
12,https://scontent-iad3-1.cdninstagram.com/v/t39.30808-6/459899239_18496697791020081_7384931076369005587_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYzMDgwOC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=I5yT6jAOV5wQ7kNvgFPOhzz&_nc_gid=21b76a263cee4739862db1524e9c83fe&edm=AEhyXUkAAAAA&ccb=7-5&ig_cache_key=MzQ1NjUzMTQ1MDg2NTMxOTEwNg%3D%3D.3-ccb7-5&oh=00_AYDJMdbQKzvfOOQh2fN8_tZkj01c2NZO8KIakUfnA5Werw&oe=671F4E7D&_nc_sid=8f1549,"We are heartbroken by the passing of Michaela Mabinty DePrince. Mabinty was an incredible athlete who inspired us and people around the world to pursue their dreams—no matter the barriers or obstacles.

She was a beloved member of the Nike family, and her story will live on through her memoirs and incredible work with disadvantaged youth.",46325,"['Sleeve', 'Knee', 'Thigh', 'Elbow', 'Fashion design', 'Human leg', 'Magenta', 'Sitting', 'Jewellery', 'Formal wear']"
13,https://scontent-iad3-2.cdninstagram.com/v/t51.29350-15/458921811_1077759943768926_5982423889076477054_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMzQ5eDE2ODUuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=106&_nc_ohc=xmN5QNZ1HAAQ7kNvgGQJD-n&_nc_gid=21b76a263cee4739862db1524e9c83fe&edm=AEhyXUkBAAAA&ccb=7-5&ig_cache_key=MzQ1MjkzMzk0MDQ0NzgxOTcwOQ%3D%3D.3-ccb7-5&oh=00_AYAA1g2-Ie3i24szNCCZbIEe6Qygxn54yALcGLii70-HTA&oe=671F49B1&_nc_sid=8f1549,"How lucky are we, for number 13.
Hang your boots up high @alexmorgan13 

#NikeFootball",1136106,"['Shoulder', 'Sports uniform', 'Neck', 'Flash photography', 'Gesture', 'Beard', 'Eyelash', 'Happy', 'Font', 'Electric blue']"
14,https://scontent-iad3-1.cdninstagram.com/v/t39.30808-6/459099907_18495750355020081_5687210283046967365_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=93ZaApKSR8cQ7kNvgF80918&_nc_gid=21b76a263cee4739862db1524e9c83fe&edm=AEhyXUkAAAAA&ccb=7-5&ig_cache_key=MzQ1MjgxNjk2NTk2NTA0Mzc2OA%3D%3D.3-ccb7-5&oh=00_AYCw54AGMZVi9adu7CB44KoxTrUJ4ux4VUWptOD1wsuFHw&oe=671F2583&_nc_sid=8f1549,Nice finishes first. @janniksin takes home his second Grand Slam title. #WinningIsntForEveryone,163377,"['Chin', 'Arm', 'Sleeve', 'Cap', 'Gesture', 'Elbow', 'T-shirt', 'Cricket cap', 'Baseball cap', 'Electric blue']"
15,https://scontent-iad3-1.cdninstagram.com/v/t39.30808-6/459048823_18495744835020081_7657419954766671151_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=wmOkIiWful8Q7kNvgGHX7cT&_nc_gid=21b76a263cee4739862db1524e9c83fe&edm=AEhyXUkAAAAA&ccb=7-5&ig_cache_key=MzQ1Mjc5Njk1NzU3NDcyNjkyOA%3D%3D.3-ccb7-5&oh=00_AYDQC-gyKIcJmgT-A3FHQNnYgEbnyX1CFvqf6vBWaEf1xQ&oe=671F2096&_nc_sid=8f1549,"In their golden era.

@nielsvink sweeps wheelchair tennis quad across doubles and singles, @kiara.rodriguezec claims victory in the long jump, and @jetze_plat dominates the road race.

#WinningIsntForEveryone #Paris2024",41678,"['Wheel', 'Sports equipment', 'Tire', 'Playing sports', 'Sports', 'Ball game', 'Player', 'Racquet sport', 'Sports uniform', 'Ball']"
16,https://scontent-iad3-1.cdninstagram.com/v/t39.30808-6/459068787_18495730606020081_3914612621087136891_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=dhQiIC57S0wQ7kNvgHli5Pi&_nc_gid=21b76a263cee4739862db1524e9c83fe&edm=AEhyXUkAAAAA&ccb=7-5&ig_cache_key=MzQ1Mjc0OTEwNjM4NzYzMjczOQ%3D%3D.3-ccb7-5&oh=00_AYAgLRaAETnioP-ksS3x7gmopi4SNnFvYrkEFfJNcjrDdQ&oe=671F29E7&_nc_sid=8f1549,"20 years. 6 @paralympics Games. A record for the ages.

This week in Paris, @tatyanamcfaddenusa became the most decorated @teamusa Paralympic track and field athlete of all time.

#WinningIsntForEveryone #Paris2024",43711,"['Bicycle helmet', 'Bicycles--Equipment and supplies', 'Helmet', 'Sports equipment', 'Sports gear', 'Sports uniform', 'Bicycle handlebar', 'Eyewear', 'Headgear', 'Sunglasses']"
17,https://scontent-iad3-1.cdninstagram.com/v/t39.30808-6/459022850_18495568009020081_7410757792003941066_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=PLNhZxwrEJQQ7kNvgE1IUMN&_nc_gid=21b76a263cee4739862db1524e9c83fe&edm=AEhyXUkAAAAA&ccb=7-5&ig_cache_key=MzQ1MjE0MjAzMTQ1ODY3ODgwNg%3D%3D.3-ccb7-5&oh=00_AYCMySzrnPsfY5ENtHVGWdc8Bngb0zqZlmaD2LW02-O9Fw&oe=671F406E&_nc_sid=8f1549,Return. Compete. Win. @arynasabalenka roared back to secure Grand Slam victory. #WinningIsntForEveryone,63547,"['Racketlon', 'Tennis', 'Tennis racket', 'Sports equipment', 'Strings', 'Playing sports', 'Tennis player', 'Racket', 'Soft tennis', 'Tennis Equipment']"
18,https://scontent-iad3-1.cdninstagram.com/v/t39.30808-6/459081459_18495564400020081_6241791944553458617_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=2dM7F0Ukxa0Q7kNvgE0ULT9&_nc_gid=21b76a263cee4739862db1524e9c83fe&edm=AEhyXUkAAAAA&ccb=7-5&ig_cache_key=MzQ1MjEyNzkxMTcyODU1NzkzMw%3D%3D.3-ccb7-5&oh=00_AYCuYHU-g0RumZiHoJJVl-XjstWxQ8xE5k-hnSr4q_8qBQ&oe=671F4A2F&_nc_sid=8f1549,"Move aside. Champion coming through.

In a heated final match, @nicolina_cruzzz led Team USA to its third straight @paralympics gold in sitting volleyball.

#WinningIsntForEveryone #Paris2024",40494,"['Smile', 'Sports uniform', 'Vertebrate', 'Jersey', 'Sleeve', 'Mammal', 'Gesture', 'Player', 'Happy', 'Cool']"
19,https://scontent-iad3-1.cdninstagram.com/v/t39.30808-6/458989356_18495531556020081_4382756961003774351_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=UDMBdN73Ak4Q7kNvgHcYbe7&_nc_gid=21b76a263cee4739862db1524e9c83fe&edm=AEhyXUkAAAAA&ccb=7-5&ig_cache_key=MzQ1MjAxNjIyNDc0NDUxNjk1MQ%3D%3D.3-ccb7-5&oh=00_AYBMt0JlQP3fn_BH5VeTU8bxYEpCOE50bHquSUhEIdV2og&oe=671F299F&_nc_sid=8f1549,"Silence is not golden. Winning is.

The new champion @tokitooda_official’s @Paralympics victory echoed around the world.

#WinningIsntForEveryone #Paris2024",41788,"['Polo shirt', 'Muscle', 'Human', 'Sports equipment', 'Racquet sport', 'Gesture', 'Sleeve', 'Red', 'Tennis player', 'Player']"
20,https://scontent-iad3-1.cdninstagram.com/v/t51.29350-15/458524069_526489476452901_7354470338775612208_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDE5MjAuc2RyLmYyOTM1MC5kZWZhdWx0X2NvdmVyX2ZyYW1lIn0&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=4Yu7Ij69WgAQ7kNvgGbZA_g&_nc_gid=21b76a263cee4739862db1524e9c83fe&edm=AEhyXUkBAAAA&ccb=7-5&ig_cache_key=MzQ1MTY3Njg3NjU1OTYxOTIzNw%3D%3D.3-ccb7-5&oh=00_AYCAyvftNt4je7eVxZ2lrPGobxlURS1pt_hNfC0I_l4P9A&oe=671F480F&_nc_sid=8f1549,Feeling great doesn’t always feel good.,102268,"['Joint', 'Smile', 'Undershirt', 'Sky', 'Neck', 'Happy', 'Waist', 'Vest', 'Cool', 'Chest']"
21,https://scontent-iad3-2.cdninstagram.com/v/t51.29350-15/458173216_8211445368939447_5703497661441455639_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi43MjB4MTI4MC5zZHIuZjI5MzUwLmRlZmF1bHRfY292ZXJfZnJhbWUifQ&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=103&_nc_ohc=geC6gfPAo-EQ7kNvgFDg6Iv&_nc_gid=21b76a263cee4739862db1524e9c83fe&edm=AEhyXUkBAAAA&ccb=7-5&ig_cache_key=MzQ1MDk0ODgwMDUxNTM5NzMwNA%3D%3D.3-ccb7-5&oh=00_AYD4S2mctrYOTdn1g6cdry0o_WYHeBaOsFwJEXjwQk6tQg&oe=671F29F0&_nc_sid=8f1549,The hardest line to cross is the starting line.,97622,"['Sky', 'Leg', 'Flash photography', 'Standing', 'Waist', 'Sunlight', 'Thigh', 'Knee', 'Sportswear', 'Human leg']"
22,https://scontent-iad3-1.cdninstagram.com/v/t39.30808-6/458470508_18495147079020081_3876437836938708176_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=jJb8azTx_JwQ7kNvgGxMg4L&_nc_gid=21b76a263cee4739862db1524e9c83fe&edm=AEhyXUkAAAAA&ccb=7-5&ig_cache_key=MzQ1MDYwMzM1NDU0ODk0OTUxNA%3D%3D.3-ccb7-5&oh=00_AYDOVmP9v4wVkHYzY1kfpNUjNHbQeuCSoTxSns11pYZueg&oe=671F4CF4&_nc_sid=8f1549,"Uphill battles are no match for @oksanamasters.

Her determination and grit were on full display as she clocked another @paralympics road race victory.

#WinningIsntForEveryone #Paris2024",25589,"['White', 'Sports gear', 'Helmet', 'Eyewear', 'Purple', 'Sports equipment', 'Cool', 'Headgear', 'Personal protective equipment', 'Electric blue']"
23,https://scontent-iad3-1.cdninstagram.com/v/t51.29350-15/457616355_1293410432033781_516436413551069206_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDE5MjAuc2RyLmYyOTM1MC5kZWZhdWx0X2NvdmVyX2ZyYW1lIn0&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=sxXC0FO6VoUQ7kNvgHb3ROs&_nc_gid=21b76a263cee4739862db1524e9c83fe&edm=AEhyXUkBAAAA&ccb=7-5&ig_cache_key=MzQ1MDQwNzcwNjY3NTE1OTM0OQ%3D%3D.3-ccb7-5&oh=00_AYAsmK5rneWX5LWMnqdMk-RAIcrWShhn4v8jgOBpPLbgSg&oe=671F4EBE&_nc_sid=8f1549,"If you don’t hate running a little, you don’t love running enough.",283114,"['Shorts', 'Automotive lighting', 'Flash photography', 'Road surface', 'Standing', 'Grey', 'Thigh', 'Asphalt', 'Sidewalk', 'Midnight']"
24,https://scontent-iad3-1.cdninstagram.com/v/t39.30808-6/458518903_18494997670020081_6542175768585496117_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=D7iCLtMqcx0Q7kNvgHoNGBz&_nc_gid=f733adea3e604d2281f29b99d41d786b&edm=AEhyXUkAAAAA&ccb=7-5&ig_cache_key=MzQ1MDA4NzgxMzg4ODY2MzY5Mg%3D%3D.3-ccb7-5&oh=00_AYDN2SsWYDUvAnDbfi-sgKq3B0GnVF2ice63bwUWrbXqXQ&oe=671F24B1&_nc_sid=8f1549,"Gold getters.

@kiara.rodriguezec claims her first @paralympics gold in the women’s 100m, while @petrucio_t47 picks up his third consecutive win in the men’s 100m and @jetze_plat scores victories in the triathlon and para cycling time trial. 

#WinningIsntForEveryone #Paris2024",36341,"['Sports uniform', 'Arm', 'Track and field athletics', 'Shorts', 'Knee', 'Thigh', 'Sportswear', 'Sports bra', 'Multi-sport event', 'Active tank']"
25,https://scontent-iad3-1.cdninstagram.com/v/t39.30808-6/458459159_18494981623020081_7096333346406727149_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=NN0xt_WqiWgQ7kNvgElvKq1&_nc_gid=f733adea3e604d2281f29b99d41d786b&edm=AEhyXUkAAAAA&ccb=7-5&ig_cache_key=MzQ1MDAxOTMzMTIxMjU5Mjc4Mw%3D%3D.3-ccb7-5&oh=00_AYDlhGD-mmuIFymsexsvm7SGMYiaLL0Iuj1SYKUlpkGg5g&oe=671F52AA&_nc_sid=8f1549,"Level up. 

@noah_malone13 earns his second @paralympics gold, this time in the 100m. 

#WinningIsntForEveryone #Paris2024",48052,"['Sleeve', 'Hat', 'Jersey', 'Font', 'Sports uniform', 'Sportswear', 'T-shirt', 'Helmet', 'Entertainment', 'Competition event']"
26,https://scontent-iad3-1.cdninstagram.com/v/t39.30808-6/458565111_18494974015020081_6039993416382079845_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=WcLCUszTyU4Q7kNvgFwq2LY&_nc_gid=f733adea3e604d2281f29b99d41d786b&edm=AEhyXUkAAAAA&ccb=7-5&ig_cache_key=MzQ0OTk4MzE2OTk5NzczMjkxMA%3D%3D.3-ccb7-5&oh=00_AYDoWLCXhbVSTzQvQOa2-oHvwnK10gK0vxRhucmBtqcsSQ&oe=671F2AC1&_nc_sid=8f1549,"That’s one giant leap for humankind.

With a distance of 8.13 meters, @the.bladejumper secures his 4th straight @paralympics gold.

#WinningIsntForEveryone #Paris2024",44091,"['Sports uniform', 'Wrestling singlet', 'Folk wrestling', 'Grappling', 'Player', 'Sports equipment', 'Multi-sport event', 'Combat sport', 'Shorts', 'Wrestling']"
